Title,Address,Price,Description,Contact,Photos,Link,Bedrooms,Bathrooms,Toilets,Parking Spaces
4 bedroom flat / apartment for rent,"Ikoyi, Lagos",45000000,"Property Description

CW06588

Experience upscale living in this newly built 4-bedroom maisonette with BQ, located at Ikoyi. This elegant home features a swimming pool, fully equipped gym, elevator, and fully fitted kitchen. With fitted ACs, bath tubs, in-built speakers, walk-in closets, balconies, and studio lights, this residence is designed for modern comfort and convenience.

Rent: ₦45,000,000 (2 years upfront)
Service Charge: ₦2.5M -- ₦3M
Refundable Caution Fee: ₦5M
Agency Fee: 10%
Legal Fee: 10%

Perfect for high-end tenants looking for class, space, and tranquility in the heart of Ikoyi.

For more Information, Pricing and Private Viewings

Please Contact:

Ifunaya: +234 706 399 0727

Lilian: 09062511340

Email: hello@cwlagos.com

Website: www.cwlagos.com

We are Social!

Check out other Fantastic Premium Listings on our Social Media Platforms

IG: @cwrelagos

Twitter: @cwrelagos

Facebook: @cwrealestate



Property Details
Property Ref: 2980393	Last Updated: 27 Aug 2025	Market Status: Available
Type: Flat / Apartment	Bedrooms: 4	Bathrooms: 3
Toilets: 5",+234 XXXX,21,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/2980393-newly-built-4-bedroom-maisonette-bq,4.0,4.0,5.0,
2 bedroom flat / apartment for rent,"Ikoyi, Lagos",20000000,"Property Description

CW06587

This well-designed 2-bedroom apartment with BQ is located in the prestigious Ikoyi. Offering a peaceful and secure environment, the property features two swimming pools, a fully equipped gym, lush greenery, and ample parking. The interiors boast floor-to-ceiling windows and spacious rooms, ideal for luxury living.

Rent: ₦20,000,000 (2 years upfront)
Service Charge: ₦3.5M
Agency Fee: 10%
Legal Fee: 10%

Perfect for professionals or families seeking comfort and exclusivity in Ikoyi.

For more Information, Pricing and Private Viewings

Please Contact:

Ifunaya: +234 706 399 0727

Lilian: 09062511340

Email: hello@cwlagos.com

Website: www.cwlagos.com

We are Social!

Check out other Fantastic Premium Listings on our Social Media Platforms

IG: @cwrelagos

Twitter: @cwrelagos

Facebook: @cwrealestate



Property Details
Property Ref: 2980383	Last Updated: 27 Aug 2025	Market Status: Available
Type: Flat / Apartment	Bedrooms: 2	Bathrooms: 1
Toilets: 3	Servicing: Serviced	Service Charge: ₦3,500,000 per annum",+234 XXXX,17,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/2980383-2-bedroom-apartment-plus-bq,2.0,2.0,3.0,
3 bedroom flat / apartment for rent,"Chevron, Lekki, Lagos",6000000,"Property Description

Spacious 3 bedroom paint house with a room BQ for Rent in a secure estate at chevron with clean water and fitted kitchen upstairs not far from the express with Dining an lounge very spacious
Rent ₦6m
Service charge ₦1m
Caution 10%
Legal 10%
Agency 10%



Property Details
Property Ref: 3058704	Last Updated: 27 Aug 2025	Market Status: Available
Type: Flat / Apartment	Bedrooms: 3	Bathrooms: 3
Toilets: 4	Parking Spaces: 2	Servicing: Serviced
Service Charge: ₦1,000,000 per annum",0708 XXXX,19,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/3058704-spacious-paint-house-3-bedroom-with-a-room-bq,3.0,3.0,4.0,4.0
3 bedroom flat / apartment for rent,"Ikoyi, Lagos",35000000,"Property Description

CW06619

3-Bedroom Apartment for in Ikoyi
Discover a stylish and spacious 3-bedroom apartment in the prestigious Ikoyi area, designed for comfort and modern living.

Rent: ₦35M per annum
Service Charge: ₦5M
Additional Fees: 10% each for Legal, Caution, and Agency.

Key Features:

All rooms en-suite with modern fittings

Spacious living area and dining

Fully fitted kitchen with quality appliances

24/7 power supply and security

Ample parking space

Serene and secure environment

For more Information, Pricing and Private Viewings

Please Contact:

Sophie: +234 814 497 6677

Lilian: 09062511340

Email: hello@cwlagos.com

Website: www.cwlagos.com

We are Social!

Check out other Fantastic Premium Listings on our Social Media Platforms

IG: @cwrelagos

Twitter: @cwrelagos

Facebook: @cwrealestate



Property Details
Property Ref: 2991462	Last Updated: 27 Aug 2025	Market Status: Available
Type: Flat / Apartment	Bedrooms: 3	Bathrooms: 3
Toilets: 4",+234 XXXX,10,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/2991462-3-bedroom-apartment,3.0,3.0,4.0,
3 bedroom house for rent,"Ikoyi, Lagos",35000000,"Property Description

CW06625

3 Bedroom Terrace + BQ and Studyroom in Ikoyi
Rent Details:

Annual Rent: ₦35,000,000

Service Charge: ₦2,880,000

Diesel Deposit: ₦4,500,000

Agency Fee: 10%

Legal Fee: 10%

Caution Fee: 10%

Property Features:
3 Spacious Bedrooms
2 Boys' Quarters
Private Study Room
4-Car Parking Space
Fitted Kitchen
Swimming Pool
Gym
24/7 Power Supply
24/7 Security with CCTV
Smoke Detectors
Water Treatment Plant
Standby FM & Technical Support Team

For more Information, Pricing and Private Viewings

Please Contact:

Ifunaya: +234 706 399 0727

Lilian: 09062511340

Email: hello@cwlagos.com

Website: www.cwlagos.com

We are Social!

Check out other Fantastic Premium Listings on our Social Media Platforms

IG: @cwrelagos

Twitter: @cwrelagos

Facebook: @cwrealestate



Property Details
Property Ref: 2996971	Last Updated: 27 Aug 2025	Market Status: Available
Type: House	Bedrooms: 3	Bathrooms: 2
Toilets: 4",+234 XXXX,19,https://nigeriapropertycentre.com/for-rent/houses/lagos/ikoyi/2996971-3-bedroom-terrace-bq-and-study-room,3.0,3.0,4.0,
3 bedroom flat / apartment for rent,"Ikoyi, Lagos",45000000,"Property Description

CW06522
Luxurious 3 Bedroom Apartment + BQ in Ikoyi, Lagos

Located in the prestigious heart of Ikoyi, Lagos, this luxurious apartment is crafted for professionals, executives, and expatriates who seek a sophisticated urban lifestyle with a touch of serenity.

Boasting generous living proportions, the stunning apartment welcomes you with a spacious living and dining area, ideal for formal entertaining or gatherings. Tall ceilings, large windows, and sleek marble floors amplify natural light and give the space a sense of open grandeur.


Each of the three en-suite bedrooms is tastefully designed with built-in wardrobes, modern vanities, and elegant stamped concrete/tiled floors, offering serene retreats for family members, or guests. The master suite comes with a walk-in closet and a spa-style bathroom, ideal for unwinding after a long day.

The modern kitchen is fitted with contemporary cabinetry, sleek countertops, and high-end appliances, ready to serve a bustling household.

From the central location to the top-tier amenities, this apartment offers a complete lifestyle package in one of Lagos' most vibrant neighborhoods. Schedule Your Tour Today!

Features
Swimming Pool
Gym
Fitted ACs
Fully fitted kitchen (Refrigerator,dishwasher,washing machine,dryer,oven etc)
Laundry room
Balconies
Ample parking
Smoke detectors
Elevator
Serene location
French floor to ceiling windows
24/7 power & security
CCTV cams
High quality finishing

Price: N45,000,000
Service charge: N16,000,000 (covers everything)
Agency: 10%
Legal: 10%
Caution: 10%

For more information, Pricing, and Private Viewings, Please Contact:
Ifunaya: +234 706 399 0727
Lilian: 09062511340
Email: hello@cwlagos.com
Website: www.cwlagos.com

We are Social!
Check out other fantastic premium Listings on our Social Media Platforms
IG: @cwrelagos
Twitter: @cwrelagos
Facebook: @cwrealestate



Property Details
Property Ref: 2920778	Last Updated: 21 Aug 2025	Market Status: Available
Type: Flat / Apartment	Bedrooms: 3	Bathrooms: 3
Toilets: 4	Servicing: Serviced	Service Charge: ₦16,000,000",+234 XXXX,7,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/2920778-3-bedroom-apartment-plus-bq,3.0,3.0,4.0,
3 bedroom flat / apartment for rent,"Off Banana Island Road, Ikoyi, Lagos",30000000,"Property Description

CW06521
3 Bedroom Apartment + BQ in off Banana Island Road, Ikoyi, Lagos

Located in the prestigious heart of Ikoyi, Lagos, this elegant apartment is crafted for professionals, executives, and expatriates who seek a sophisticated urban lifestyle with a touch of serenity.


Boasting generous living proportions, the stunning apartment welcomes you with a spacious living and dining area, ideal for formal entertaining or gatherings. Tall ceilings, large windows, and sleek marble floors amplify natural light and give the space a sense of open grandeur.

Each of the three en-suite bedrooms is tastefully designed with built-in wardrobes, modern vanities, and elegant stamped concrete/tiled floors, offering serene retreats for family members, or guests. The master suite comes with a walk-in closet and a spa-style bathroom, ideal for unwinding after a long day.

The modern kitchen is fitted with contemporary cabinetry, sleek countertops, and high-end appliances, ready to serve a bustling household.

From the central location to the top-tier amenities, this apartment offers a complete lifestyle package in one of Lagos' most vibrant neighborhoods. Schedule Your Tour Today!

Features-
Gym
Elevator
1st floor
Fully fitted kitchen with refrigerator,washing machine
Ample parking
Serene environment
Water heaters
24/7 security
Modern fittings
Pop ceilings

Price: Rent-N30,000,000
Service charge-N3,000,000
Agency-10%
Legal-10%

For more information, Pricing, and Private Viewings, Please Contact:
Ifunaya: +234 706 399 0727
Lilian: 09062511340
Email: hello@cwlagos.com
Website: www.cwlagos.com

We are Social!
Check out other fantastic premium Listings on our Social Media Platforms
IG: @cwrelagos
Twitter: @cwrelagos
Facebook: @cwrealestate



Property Details
Property Ref: 2920767	Last Updated: 21 Aug 2025	Market Status: Available
Type: Flat / Apartment	Bedrooms: 3	Bathrooms: 3
Toilets: 4	Servicing: Serviced	Service Charge: ₦3,000,000",+234 XXXX,10,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/2920767-3-bedroom-apartment-plus-bq,3.0,3.0,4.0,
3 bedroom flat / apartment for rent,"Off Idowu Martins Street, Off Adeola Odekun, Victoria Island (VI), Lagos",52500000,"Property Description

Modern finished fully furnished 3 bedroom apartment with BQ on 6th floor
2 units available in the same area
Serviced
Large swimming pool
Gym
24 hrs security
High speed internet
Dstv

Rent: #52,500,000.00
Service Charge: #12,000,000.00
Inclusive of Deposit for Power

WhatsApp: 08032529401



Property Details
Property Ref: 2193568	Last Updated: 27 Aug 2025	Market Status: Available
Type: Flat / Apartment	Bedrooms: 3	Bathrooms: 3
Toilets: 4	Parking Spaces: 2	Furnishing: Furnished
Servicing: Serviced	Service Charge: ₦12,000,000 per annum",0803 XXXX,9,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/2193568-2-units-exquisite-3-bedroom-apartment-with-bq,3.0,3.0,4.0,4.0
Warehouse for rent,"Ikeja GRA, Ikeja, Lagos",45000,"Property Description

Property Description: 1,200sqm Warehouse Space with 3 Bedroom Apartment Available For For Lease

Contact person: +234 912 171 6205 / 08132670552.
Lease Price: 45k Per sqm Annum.

Amenities:
Ample parking
Fire extinguishers
Balcony
Kitchenette
Male and female toilets
Security Officers
CCTV 24 hour surveillance



Property Details
Property Ref: 3058655	Last Updated: 27 Aug 2025	Market Status: Available
Type: Warehouse	Bathrooms: 3	Toilets: 3",0912 XXXX,18,https://nigeriapropertycentre.com/for-rent/commercial/warehouses/lagos/ikeja/gra/3058655-1200sqm-warehouse-space-with-3-bedroom-apartment-available,,3.0,3.0,
5 bedroom commercial property for rent,"Ikeja GRA, Ikeja, Lagos",25000000,"Property Description

Grafurni



Property Details
Property Ref: 3058678	Last Updated: 27 Aug 2025	Market Status: Available
Type: Commercial Property	Bedrooms: 5	Bathrooms: 5
Toilets: 6	Servicing: Serviced",0808 XXXX,6,https://nigeriapropertycentre.com/for-rent/commercial/lagos/ikeja/gra/3058678-brand-new-5-bedroom-town-house-serviced,5.0,5.0,6.0,
3 bedroom flat / apartment for rent,"Lekki Phase 1, Lekki, Lagos",13000000,"Property Description

*UNFURNISHED 3 BEDROOM FLAT TO LET IN LEKKI PHASE 1

Features:
- All Rooms En-suite
- Pop Ceiling
- Oven & Microwave
- Smart Door
- Fitted Kitchen
- 24 hour Security
- Water Heater
- Clean Water

*RENT: ₦13M Yearly
*SERVICE CHARGE: Self-service
*AGENCY 10%*
*LEGAL 10%*
*CAUTION; ₦1m

Fran..



Property Details
Property Ref: 3058630	Last Updated: 27 Aug 2025	Market Status: Available
Type: Flat / Apartment	Bedrooms: 3	Toilets: 4",0814 XXXX,13,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/lekki-phase-1/3058630-3-bedroom-flat-unfurnished,3.0,,3.0,
3 bedroom flat / apartment for rent,"Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",30000000,"Property Description

3 bedroom flat
Rent is 30m one year is acceptable
Agency legal and caution 10% each fees are all subject to negotiation
Fully service with 24hrs light, lift gym, swimming pool etc



Property Details
Property Ref: 2981185	Last Updated: 27 Aug 2025	Market Status: Available
Type: Flat / Apartment	Bedrooms: 3	Bathrooms: 3
Toilets: 4	Parking Spaces: 2",+234 XXXX,20,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/lekki-phase-1/2981185-city-view-3-bedroom,3.0,3.0,4.0,4.0
4 bedroom house for rent,"Ikate Elegushi, Lekki, Lagos",14000000,"Property Description

Spacious 4 bedroom serviced maisonette with a room, all the rooms are en-suite with extra visitor's toilet, the rooms are spacious with large living room, the kitchen is fully fitted with modern kitchen wares, it is located in a full serviced estate with 24 hours electricity
Rent: ₦14 Million
Service Charge: ₦1.3 Million
Caution: 10%



Property Details
Property Ref: 3058608	Last Updated: 27 Aug 2025	Market Status: Available
Type: House	Bedrooms: 4	Bathrooms: 4
Toilets: 5	Parking Spaces: 2	Servicing: Serviced
Service Charge: ₦1,300,000 per annum",2348 XXXX,20,https://nigeriapropertycentre.com/for-rent/houses/lagos/lekki/ikate-elegushi/3058608-newly-renovated-4-bedroom-maisonette-with-a-room-bq,4.0,4.0,5.0,5.0
3 bedroom flat / apartment for rent,"Remlek, Badore, Ajah, Lagos",3000000,"Property Description

* A well maintained 3 bedroom
* Just 4 people in a compound
* Inside secure estate
* Clean water
* Personal prepaid meter
* Kitchen cabinets fitted
* All room and en suite
* Well painted interior and exterior
* 18 hours daily light
* Off flooding
*. 100% accessibility from estate gate
* Secure estate
* Residential estate
* Wardrobe
* All round p. O. P
* Water heather
* Modern design house
*. E.t.c.



Property Details
Property Ref: 3058622	Last Updated: 27 Aug 2025	Market Status: Available
Type: Flat / Apartment	Bedrooms: 3	Bathrooms: 3
Toilets: 3	Parking Spaces: 2	Furnishing: Furnished",0706 XXXX,10,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/badore/3058622-brand-new-3-bedroom-terrace-duplex,3.0,3.0,3.0,3.0
3 bedroom house for rent,"Mende, Maryland, Lagos",7500000,"Property Description

**Prime Property for Lease -- Perfect for Corporate Use!**

Discover this **newly available** property located in the peaceful and highly accessible **Mende Maryland**, just off Ikorodu Road

This well-designed complex offers a **perfect blend of space, functionality, and comfort**, making it an ideal choice for **corporate organizations, guesthouses, or serviced apartment investors**.

**Property Highlights:**

- **6 Units of 3-Bedroom Flats**
- Each unit comes with **3 Toilets** and **2 Bathrooms**
- Spacious living and dining areas

- **2 Modern Penthouse Flats**
- **2 Toilets**
- **1 Toilet/Bath Combo**
- Fully fitted kitchen
- **2 Private Balconies** with serene views

- **6 One-Bedroom Boys' Quarters**
- Shared **2 Toilets**, **1 Bathroom**
- Each with a kitchenette -- perfect for staff or service quarters

**Bonus:**
- Sits in a quiet, secure, and easily accessible neighborhood
- Ideal for a **single corporate tenant** looking to occupy the entire premises

**Asking Price:**
**Very competitive** and negotiable for serious corporate prospects.
--
*Schedule a Viewing Today!**
This is an opportunity you don't want to miss.



Property Details
Property Ref: 3058637	Last Updated: 27 Aug 2025	Market Status: Available
Type: House	Bedrooms: 3	Bathrooms: 2
Toilets: 3	Total Area: 700 sqm",0806 XXXX,12,https://nigeriapropertycentre.com/for-rent/houses/lagos/maryland/mende/3058637-block-of-flats-3-bedrooms-with-mini-flat-penthouse,3.0,3.0,3.0,
